Kuukausi,Polttoneste,Hinta
2007-10-01,"Kevyt polttoöljy, eur/MWh",67.4
2007-11-01,"Moottoribensiini 95 E 10, snt/l",134.8
2007-11-01,"Dieselöljy, snt/l",115.0
2007-11-01,"Kevyt polttoöljy, snt/l",73.9
2007-11-01,"Kevyt polttoöljy, eur/MWh",74.2
2007-12-01,"Moottoribensiini 95 E 10, snt/l",132.5
2007-12-01,"Dieselöljy, snt/l",113.1
2007-12-01,"Kevyt polttoöljy, snt/l",72.2
2007-12-01,"Kevyt polttoöljy, eur/MWh",72.5
2008-01-01,"Moottoribensiini 95 E 10, snt/l",142.0
2008-01-01,"Dieselöljy, snt/l",121.8
2008-01-01,"Kevyt polttoöljy, snt/l",76.8
2008-01-01,"Kevyt polttoöljy, eur/MWh",77.2
2008-02-01,"Moottoribensiini 95 E 10, snt/l",140.8
2008-02-01,"Dieselöljy, snt/l",120.1
2008-02-01,"Kevyt polttoöljy, snt/l",78.7
2008-02-01,"Kevyt polttoöljy, eur/MWh",79.1
2008-03-01,"Moottoribensiini 95 E 10, snt/l",141.9
2008-03-01,"Dieselöljy, snt/l",125.7
2008-03-01,"Kevyt polttoöljy, snt/l",84.4
2008-03-01,"Kevyt polttoöljy, eur/MWh",84.8
2008-04-01,"Moottoribensiini 95 E 10, snt/l",141.7
2008-04-01,"Dieselöljy, snt/l",125.6
2008-04-01,"Kevyt polttoöljy, snt/l",86.1
2008-04-01,"Kevyt polttoöljy, eur/MWh",86.5
2008-05-01,"Moottoribensiini 95 E 10, snt/l",149.0
2008-05-01,"Dieselöljy, snt/l",135.1
2008-05-01,"Kevyt polttoöljy, snt/l",98.9
2008-05-01,"Kevyt polttoöljy, eur/MWh",99.3
2008-06-01,"Moottoribensiini 95 E 10, snt/l",157.4
2008-06-01,"Dieselöljy, snt/l",143.9
2008-06-01,"Kevyt polttoöljy, snt/l",102.5
2008-06-01,"Kevyt polttoöljy, eur/MWh",103.0
2008-07-01,"Moottoribensiini 95 E 10, snt/l",157.5
2008-07-01,"Dieselöljy, snt/l",144.2
2008-07-01,"Kevyt polttoöljy, snt/l",102.3
2008-07-01,"Kevyt polttoöljy, eur/MWh",102.8
2008-08-01,"Moottoribensiini 95 E 10, snt/l",150.4
2008-08-01,"Dieselöljy, snt/l",136.4
2008-08-01,"Kevyt polttoöljy, snt/l",88.7
2008-08-01,"Kevyt polttoöljy, eur/MWh",89.1
2008-09-01,"Moottoribensiini 95 E 10, snt/l",149.9
2008-09-01,"Dieselöljy, snt/l",133.1
2008-09-01,"Kevyt polttoöljy, snt/l",88.7
2008-09-01,"Kevyt polttoöljy, eur/MWh",89.1
2008-10-01,"Moottoribensiini 95 E 10, snt/l",139.7
2008-10-01,"Dieselöljy, snt/l",120.9
2008-10-01,"Kevyt polttoöljy, snt/l",77.6
2008-10-01,"Kevyt polttoöljy, eur/MWh",78.0
2008-11-01,"Moottoribensiini 95 E 10, snt/l",122.8
2008-11-01,"Dieselöljy, snt/l",109.1
2008-11-01,"Kevyt polttoöljy, snt/l",67.3
2008-11-01,"Kevyt polttoöljy, eur/MWh",67.6
2008-12-01,"Moottoribensiini 95 E 10, snt/l",114.4
2008-12-01,"Dieselöljy, snt/l",101.1
2008-12-01,"Kevyt polttoöljy, snt/l",55.1
2008-12-01,"Kevyt polttoöljy, eur/MWh",54.9
2009-01-01,"Moottoribensiini 95 E 10, snt/l",114.7
2009-01-01,"Dieselöljy, snt/l",98.2
2009-01-01,"Kevyt polttoöljy, snt/l",57.4
2009-01-01,"Kevyt polttoöljy, eur/MWh",57.3
2009-02-01,"Moottoribensiini 95 E 10, snt/l",118.3
2009-02-01,"Dieselöljy, snt/l",97.0
2009-02-01,"Kevyt polttoöljy, snt/l",55.6
2009-02-01,"Kevyt polttoöljy, eur/MWh",55.5
2009-03-01,"Moottoribensiini 95 E 10, snt/l",119.6
2009-03-01,"Dieselöljy, snt/l",93.1
2009-03-01,"Kevyt polttoöljy, snt/l",52.2
2009-03-01,"Kevyt polttoöljy, eur/MWh",52.1
2009-04-01,"Moottoribensiini 95 E 10, snt/l",122.9
2009-04-01,"Dieselöljy, snt/l",94.9
2009-04-01,"Kevyt polttoöljy, snt/l",56.4
2009-04-01,"Kevyt polttoöljy, eur/MWh",56.2
2009-05-01,"Moottoribensiini 95 E 10, snt/l",130.1
2009-05-01,"Dieselöljy, snt/l",98.0
2009-05-01,"Kevyt polttoöljy, snt/l",57.5
2009-05-01,"Kevyt polttoöljy, eur/MWh",57.4
2009-06-01,"Moottoribensiini 95 E 10, snt/l",137.4
2009-06-01,"Dieselöljy, snt/l",101.5
2009-06-01,"Kevyt polttoöljy, snt/l",62.9
2009-06-01,"Kevyt polttoöljy, eur/MWh",62.7
2009-07-01,"Moottoribensiini 95 E 10, snt/l",134.3
2009-07-01,"Dieselöljy, snt/l",99.6
2009-07-01,"Kevyt polttoöljy, snt/l",57.3
2009-07-01,"Kevyt polttoöljy, eur/MWh",57.2
2009-08-01,"Moottoribensiini 95 E 10, snt/l",135.9
2009-08-01,"Dieselöljy, snt/l",102.1
2009-08-01,"Kevyt polttoöljy, snt/l",64.9
2009-08-01,"Kevyt polttoöljy, eur/MWh",64.8
2009-09-01,"Moottoribensiini 95 E 10, snt/l",131.9
2009-09-01,"Dieselöljy, snt/l",99.8
2009-09-01,"Kevyt polttoöljy, snt/l",61.3
2009-09-01,"Kevyt polttoöljy, eur/MWh",61.1
2009-10-01,"Moottoribensiini 95 E 10, snt/l",129.8
2009-10-01,"Dieselöljy, snt/l",99.2
2009-10-01,"Kevyt polttoöljy, snt/l",63.4
2009-10-01,"Kevyt polttoöljy, eur/MWh",63.2
2009-11-01,"Moottoribensiini 95 E 10, snt/l",133.7
2009-11-01,"Dieselöljy, snt/l",103.7
2009-11-01,"Kevyt polttoöljy, snt/l",65.2
2009-11-01,"Kevyt polttoöljy, eur/MWh",65.0
2009-12-01,"Moottoribensiini 95 E 10, snt/l",132.2
2009-12-01,"Dieselöljy, snt/l",102.8
2009-12-01,"Kevyt polttoöljy, snt/l",63.0
2009-12-01,"Kevyt polttoöljy, eur/MWh",62.9
2010-01-01,"Moottoribensiini 95 E 10, snt/l",136.9
2010-01-01,"Dieselöljy, snt/l",108.0
2010-01-01,"Kevyt polttoöljy, snt/l",68.6
2010-01-01,"Kevyt polttoöljy, eur/MWh",68.5
2010-02-01,"Moottoribensiini 95 E 10, snt/l",134.9
2010-02-01,"Dieselöljy, snt/l",106.0
2010-02-01,"Kevyt polttoöljy, snt/l",67.7
2010-02-01,"Kevyt polttoöljy, eur/MWh",67.5
2010-03-01,"Moottoribensiini 95 E 10, snt/l",142.3
2010-03-01,"Dieselöljy, snt/l",111.6
2010-03-01,"Kevyt polttoöljy, snt/l",73.9
2010-03-01,"Kevyt polttoöljy, eur/MWh",73.8
2010-04-01,"Moottoribensiini 95 E 10, snt/l",144.8
2010-04-01,"Dieselöljy, snt/l",114.4
2010-04-01,"Kevyt polttoöljy, snt/l",77.3
2010-04-01,"Kevyt polttoöljy, eur/MWh",77.1
2010-05-01,"Moottoribensiini 95 E 10, snt/l",145.9
2010-05-01,"Dieselöljy, snt/l",115.9
2010-05-01,"Kevyt polttoöljy, snt/l",79.7
2010-05-01,"Kevyt polttoöljy, eur/MWh",79.6
2010-06-01,"Moottoribensiini 95 E 10, snt/l",144.8
2010-06-01,"Dieselöljy, snt/l",116.2
2010-06-01,"Kevyt polttoöljy, snt/l",80.0
2010-06-01,"Kevyt polttoöljy, eur/MWh",79.8
2010-07-01,"Moottoribensiini 95 E 10, snt/l",144.7
2010-07-01,"Dieselöljy, snt/l",115.2
2010-07-01,"Kevyt polttoöljy, snt/l",77.8
2010-07-01,"Kevyt polttoöljy, eur/MWh",77.7
2010-08-01,"Moottoribensiini 95 E 10, snt/l",143.1
2010-08-01,"Dieselöljy, snt/l",114.4
2010-08-01,"Kevyt polttoöljy, snt/l",76.7
2010-08-01,"Kevyt polttoöljy, eur/MWh",76.5
2010-09-01,"Moottoribensiini 95 E 10, snt/l",143.6
2010-09-01,"Dieselöljy, snt/l",115.5
2010-09-01,"Kevyt polttoöljy, snt/l",78.9
2010-09-01,"Kevyt polttoöljy, eur/MWh",78.7
2010-10-01,"Moottoribensiini 95 E 10, snt/l",141.6
2010-10-01,"Dieselöljy, snt/l",114.0
2010-10-01,"Kevyt polttoöljy, snt/l",78.1
2010-10-01,"Kevyt polttoöljy, eur/MWh",77.9
2010-11-01,"Moottoribensiini 95 E 10, snt/l",143.1
2010-11-01,"Dieselöljy, snt/l",117.4
2010-11-01,"Kevyt polttoöljy, snt/l",81.2
2010-11-01,"Kevyt polttoöljy, eur/MWh",81.0
2010-12-01,"Moottoribensiini 95 E 10, snt/l",149.3
2010-12-01,"Dieselöljy, snt/l",126.8
2010-12-01,"Kevyt polttoöljy, snt/l",92.5
2010-12-01,"Kevyt polttoöljy, eur/MWh",92.3
2011-01-01,"Moottoribensiini 95 E 10, snt/l",150.9
2011-01-01,"Dieselöljy, snt/l",131.0
2011-01-01,"Kevyt polttoöljy, snt/l",104.8
2011-01-01,"Kevyt polttoöljy, eur/MWh",104.5
2011-02-01,"Moottoribensiini 95 E 10, snt/l",150.6
2011-02-01,"Dieselöljy, snt/l",131.9
2011-02-01,"Kevyt polttoöljy, snt/l",102.4
2011-02-01,"Kevyt polttoöljy, eur/MWh",102.1
2011-03-01,"Moottoribensiini 95 E 10, snt/l",156.2
2011-03-01,"Dieselöljy, snt/l",138.1
2011-03-01,"Kevyt polttoöljy, snt/l",109.3
2011-03-01,"Kevyt polttoöljy, eur/MWh",109.1
2011-04-01,"Moottoribensiini 95 E 10, snt/l",157.0
2011-04-01,"Dieselöljy, snt/l",137.4
2011-04-01,"Kevyt polttoöljy, snt/l",110.1
2011-04-01,"Kevyt polttoöljy, eur/MWh",109.9
2011-05-01,"Moottoribensiini 95 E 10, snt/l",159.5
2011-05-01,"Dieselöljy, snt/l",137.8
2011-05-01,"Kevyt polttoöljy, snt/l",103.6
2011-05-01,"Kevyt polttoöljy, eur/MWh",103.3
2011-06-01,"Moottoribensiini 95 E 10, snt/l",158.4
2011-06-01,"Dieselöljy, snt/l",137.7
2011-06-01,"Kevyt polttoöljy, snt/l",106.8
2011-06-01,"Kevyt polttoöljy, eur/MWh",106.5
2011-07-01,"Moottoribensiini 95 E 10, snt/l",158.4
2011-07-01,"Dieselöljy, snt/l",137.5
2011-07-01,"Kevyt polttoöljy, snt/l",108.0
2011-07-01,"Kevyt polttoöljy, eur/MWh",107.7
2011-08-01,"Moottoribensiini 95 E 10, snt/l",157.4
2011-08-01,"Dieselöljy, snt/l",136.6
2011-08-01,"Kevyt polttoöljy, snt/l",101.4
2011-08-01,"Kevyt polttoöljy, eur/MWh",101.1
2011-09-01,"Moottoribensiini 95 E 10, snt/l",158.4
2011-09-01,"Dieselöljy, snt/l",137.3
2011-09-01,"Kevyt polttoöljy, snt/l",107.0
2011-09-01,"Kevyt polttoöljy, eur/MWh",106.8
2011-10-01,"Moottoribensiini 95 E 10, snt/l",157.2
2011-10-01,"Dieselöljy, snt/l",136.7
2011-10-01,"Kevyt polttoöljy, snt/l",107.2
2011-10-01,"Kevyt polttoöljy, eur/MWh",107.0
2011-11-01,"Moottoribensiini 95 E 10, snt/l",156.4
2011-11-01,"Dieselöljy, snt/l",140.0
2011-11-01,"Kevyt polttoöljy, snt/l",113.0
2011-11-01,"Kevyt polttoöljy, eur/MWh",112.8
2011-12-01,"Moottoribensiini 95 E 10, snt/l",153.1
2011-12-01,"Dieselöljy, snt/l",139.8
2011-12-01,"Kevyt polttoöljy, snt/l",109.3
2011-12-01,"Kevyt polttoöljy, eur/MWh",109.1
2012-01-01,"Moottoribensiini 95 E 10, snt/l",160.6
2012-01-01,"Dieselöljy, snt/l",155.7
2012-01-01,"Kevyt polttoöljy, snt/l",114.2
2012-01-01,"Kevyt polttoöljy, eur/MWh",113.9
2012-02-01,"Moottoribensiini 95 E 10, snt/l",163.4
2012-02-01,"Dieselöljy, snt/l",157.0
2012-02-01,"Kevyt polttoöljy, snt/l",112.9
2012-02-01,"Kevyt polttoöljy, eur/MWh",112.6
2012-03-01,"Moottoribensiini 95 E 10, snt/l",167.3
2012-03-01,"Dieselöljy, snt/l",158.0
2012-03-01,"Kevyt polttoöljy, snt/l",117.2
2012-03-01,"Kevyt polttoöljy, eur/MWh",116.9
2012-04-01,"Moottoribensiini 95 E 10, snt/l",171.7
2012-04-01,"Dieselöljy, snt/l",155.7
2012-04-01,"Kevyt polttoöljy, snt/l",114.5
2012-04-01,"Kevyt polttoöljy, eur/MWh",114.2
2012-05-01,"Moottoribensiini 95 E 10, snt/l",166.5
2012-05-01,"Dieselöljy, snt/l",153.5
2012-05-01,"Kevyt polttoöljy, snt/l",110.9
2012-05-01,"Kevyt polttoöljy, eur/MWh",110.6
2012-06-01,"Moottoribensiini 95 E 10, snt/l",162.8
2012-06-01,"Dieselöljy, snt/l",149.5
2012-06-01,"Kevyt polttoöljy, snt/l",105.2
2012-06-01,"Kevyt polttoöljy, eur/MWh",105.0
2012-07-01,"Moottoribensiini 95 E 10, snt/l",165.4
2012-07-01,"Dieselöljy, snt/l",150.3
2012-07-01,"Kevyt polttoöljy, snt/l",110.6
2012-07-01,"Kevyt polttoöljy, eur/MWh",110.4
2012-08-01,"Moottoribensiini 95 E 10, snt/l",169.7
2012-08-01,"Dieselöljy, snt/l",153.7
2012-08-01,"Kevyt polttoöljy, snt/l",117.9
2012-08-01,"Kevyt polttoöljy, eur/MWh",117.6
2012-09-01,"Moottoribensiini 95 E 10, snt/l",173.7
2012-09-01,"Dieselöljy, snt/l",156.8
2012-09-01,"Kevyt polttoöljy, snt/l",117.2
2012-09-01,"Kevyt polttoöljy, eur/MWh",116.9
2012-10-01,"Moottoribensiini 95 E 10, snt/l",170.2
2012-10-01,"Dieselöljy, snt/l",156.9
2012-10-01,"Kevyt polttoöljy, snt/l",117.7
2012-10-01,"Kevyt polttoöljy, eur/MWh",117.4
2012-11-01,"Moottoribensiini 95 E 10, snt/l",162.8
2012-11-01,"Dieselöljy, snt/l",154.0
2012-11-01,"Kevyt polttoöljy, snt/l",112.4
2012-11-01,"Kevyt polttoöljy, eur/MWh",112.1
2012-12-01,"Moottoribensiini 95 E 10, snt/l",159.5
2012-12-01,"Dieselöljy, snt/l",152.2
2012-12-01,"Kevyt polttoöljy, snt/l",109.0
2012-12-01,"Kevyt polttoöljy, eur/MWh",108.8
2013-01-01,"Moottoribensiini 95 E 10, snt/l",161.2
2013-01-01,"Dieselöljy, snt/l",153.0
2013-01-01,"Kevyt polttoöljy, snt/l",112.0
2013-01-01,"Kevyt polttoöljy, eur/MWh",112.6
2013-02-01,"Moottoribensiini 95 E 10, snt/l",164.2
2013-02-01,"Dieselöljy, snt/l",154.7
2013-02-01,"Kevyt polttoöljy, snt/l",114.1
2013-02-01,"Kevyt polttoöljy, eur/MWh",114.7
2013-03-01,"Moottoribensiini 95 E 10, snt/l",165.9
2013-03-01,"Dieselöljy, snt/l",155.7
2013-03-01,"Kevyt polttoöljy, snt/l",112.7
2013-03-01,"Kevyt polttoöljy, eur/MWh",113.3
2013-04-01,"Moottoribensiini 95 E 10, snt/l",165.7
2013-04-01,"Dieselöljy, snt/l",154.0
2013-04-01,"Kevyt polttoöljy, snt/l",108.7
2013-04-01,"Kevyt polttoöljy, eur/MWh",109.2
2013-05-01,"Moottoribensiini 95 E 10, snt/l",160.5
2013-05-01,"Dieselöljy, snt/l",148.0
2013-05-01,"Kevyt polttoöljy, snt/l",108.1
2013-05-01,"Kevyt polttoöljy, eur/MWh",108.6
2013-06-01,"Moottoribensiini 95 E 10, snt/l",162.8
2013-06-01,"Dieselöljy, snt/l",147.5
2013-06-01,"Kevyt polttoöljy, snt/l",107.4
2013-06-01,"Kevyt polttoöljy, eur/MWh",107.9
2013-07-01,"Moottoribensiini 95 E 10, snt/l",165.6
2013-07-01,"Dieselöljy, snt/l",148.4
2013-07-01,"Kevyt polttoöljy, snt/l",111.9
2013-07-01,"Kevyt polttoöljy, eur/MWh",112.5
2013-08-01,"Moottoribensiini 95 E 10, snt/l",165.2
2013-08-01,"Dieselöljy, snt/l",148.3
2013-08-01,"Kevyt polttoöljy, snt/l",111.0
2013-08-01,"Kevyt polttoöljy, eur/MWh",111.5
2013-09-01,"Moottoribensiini 95 E 10, snt/l",165.9
2013-09-01,"Dieselöljy, snt/l",150.1
2013-09-01,"Kevyt polttoöljy, snt/l",113.6
2013-09-01,"Kevyt polttoöljy, eur/MWh",114.2
2013-10-01,"Moottoribensiini 95 E 10, snt/l",162.1
2013-10-01,"Dieselöljy, snt/l",150.8
2013-10-01,"Kevyt polttoöljy, snt/l",109.9
2013-10-01,"Kevyt polttoöljy, eur/MWh",110.4
2013-11-01,"Moottoribensiini 95 E 10, snt/l",158.6
2013-11-01,"Dieselöljy, snt/l",148.2
2013-11-01,"Kevyt polttoöljy, snt/l",107.6
2013-11-01,"Kevyt polttoöljy, eur/MWh",108.1
2013-12-01,"Moottoribensiini 95 E 10, snt/l",159.2
2013-12-01,"Dieselöljy, snt/l",149.5
2013-12-01,"Kevyt polttoöljy, snt/l",108.3
2013-12-01,"Kevyt polttoöljy, eur/MWh",108.8
2014-01-01,"Moottoribensiini 95 E 10, snt/l",163.1
2014-01-01,"Dieselöljy, snt/l",153.3
2014-01-01,"Kevyt polttoöljy, snt/l",105.2
2014-01-01,"Kevyt polttoöljy, eur/MWh",105.7
2014-02-01,"Moottoribensiini 95 E 10, snt/l",160.7
2014-02-01,"Dieselöljy, snt/l",151.8
2014-02-01,"Kevyt polttoöljy, snt/l",105.5
2014-02-01,"Kevyt polttoöljy, eur/MWh",106.0
2014-03-01,"Moottoribensiini 95 E 10, snt/l",159.8
2014-03-01,"Dieselöljy, snt/l",150.6
2014-03-01,"Kevyt polttoöljy, snt/l",102.0
2014-03-01,"Kevyt polttoöljy, eur/MWh",102.5
2014-04-01,"Moottoribensiini 95 E 10, snt/l",162.7
2014-04-01,"Dieselöljy, snt/l",152.3
2014-04-01,"Kevyt polttoöljy, snt/l",103.5
2014-04-01,"Kevyt polttoöljy, eur/MWh",104.0
2014-05-01,"Moottoribensiini 95 E 10, snt/l",161.8
2014-05-01,"Dieselöljy, snt/l",150.7
2014-05-01,"Kevyt polttoöljy, snt/l",104.1
2014-05-01,"Kevyt polttoöljy, eur/MWh",104.6
2014-06-01,"Moottoribensiini 95 E 10, snt/l",162.0
2014-06-01,"Dieselöljy, snt/l",148.1
2014-06-01,"Kevyt polttoöljy, snt/l",104.0
2014-06-01,"Kevyt polttoöljy, eur/MWh",104.5
2014-07-01,"Moottoribensiini 95 E 10, snt/l",166.2
2014-07-01,"Dieselöljy, snt/l",149.0
2014-07-01,"Kevyt polttoöljy, snt/l",104.2
2014-07-01,"Kevyt polttoöljy, eur/MWh",104.7
2014-08-01,"Moottoribensiini 95 E 10, snt/l",165.5
2014-08-01,"Dieselöljy, snt/l",148.1
2014-08-01,"Kevyt polttoöljy, snt/l",105.0
2014-08-01,"Kevyt polttoöljy, eur/MWh",105.5
2014-09-01,"Moottoribensiini 95 E 10, snt/l",162.4
2014-09-01,"Dieselöljy, snt/l",145.7
2014-09-01,"Kevyt polttoöljy, snt/l",104.3
2014-09-01,"Kevyt polttoöljy, eur/MWh",104.8
2014-10-01,"Moottoribensiini 95 E 10, snt/l",159.5
2014-10-01,"Dieselöljy, snt/l",143.3
2014-10-01,"Kevyt polttoöljy, snt/l",100.2
2014-10-01,"Kevyt polttoöljy, eur/MWh",100.7
2014-11-01,"Moottoribensiini 95 E 10, snt/l",152.1
2014-11-01,"Dieselöljy, snt/l",142.9
2014-11-01,"Kevyt polttoöljy, snt/l",98.8
2014-11-01,"Kevyt polttoöljy, eur/MWh",99.3
2014-12-01,"Moottoribensiini 95 E 10, snt/l",144.1
2014-12-01,"Dieselöljy, snt/l",135.1
2014-12-01,"Kevyt polttoöljy, snt/l",86.4
2014-12-01,"Kevyt polttoöljy, eur/MWh",86.8
2015-01-01,"Moottoribensiini 95 E 10, snt/l",136.7
2015-01-01,"Dieselöljy, snt/l",127.9
2015-01-01,"Kevyt polttoöljy, snt/l",80.5
2015-01-01,"Kevyt polttoöljy, eur/MWh",80.5
2015-02-01,"Moottoribensiini 95 E 10, snt/l",138.0
2015-02-01,"Dieselöljy, snt/l",128.5
2015-02-01,"Kevyt polttoöljy, snt/l",92.6
2015-02-01,"Kevyt polttoöljy, eur/MWh",92.6
2015-03-01,"Moottoribensiini 95 E 10, snt/l",145.1
2015-03-01,"Dieselöljy, snt/l",135.1
2015-03-01,"Kevyt polttoöljy, snt/l",92.1
2015-03-01,"Kevyt polttoöljy, eur/MWh",92.1
2015-04-01,"Moottoribensiini 95 E 10, snt/l",148.9
2015-04-01,"Dieselöljy, snt/l",135.3
2015-04-01,"Kevyt polttoöljy, snt/l",93.5
2015-04-01,"Kevyt polttoöljy, eur/MWh",93.5
2015-05-01,"Moottoribensiini 95 E 10, snt/l",153.1
2015-05-01,"Dieselöljy, snt/l",134.1
2015-05-01,"Kevyt polttoöljy, snt/l",95.7
2015-05-01,"Kevyt polttoöljy, eur/MWh",95.7
2015-06-01,"Moottoribensiini 95 E 10, snt/l",155.2
2015-06-01,"Dieselöljy, snt/l",135.6
2015-06-01,"Kevyt polttoöljy, snt/l",90.3
2015-06-01,"Kevyt polttoöljy, eur/MWh",90.3
2015-07-01,"Moottoribensiini 95 E 10, snt/l",156.3
2015-07-01,"Dieselöljy, snt/l",135.4
2015-07-01,"Kevyt polttoöljy, snt/l",84.3
2015-07-01,"Kevyt polttoöljy, eur/MWh",84.3
2015-08-01,"Moottoribensiini 95 E 10, snt/l",152.4
2015-08-01,"Dieselöljy, snt/l",129.5
2015-08-01,"Kevyt polttoöljy, snt/l",80.0
2015-08-01,"Kevyt polttoöljy, eur/MWh",80.0
2015-09-01,"Moottoribensiini 95 E 10, snt/l",143.4
2015-09-01,"Dieselöljy, snt/l",123.2
2015-09-01,"Kevyt polttoöljy, snt/l",79.0
2015-09-01,"Kevyt polttoöljy, eur/MWh",79.0
2015-10-01,"Moottoribensiini 95 E 10, snt/l",140.4
2015-10-01,"Dieselöljy, snt/l",123.6
2015-10-01,"Kevyt polttoöljy, snt/l",77.6
2015-10-01,"Kevyt polttoöljy, eur/MWh",77.6
2015-11-01,"Moottoribensiini 95 E 10, snt/l",140.9
2015-11-01,"Dieselöljy, snt/l",124.5
2015-11-01,"Kevyt polttoöljy, snt/l",78.1
2015-11-01,"Kevyt polttoöljy, eur/MWh",78.1
2015-12-01,"Moottoribensiini 95 E 10, snt/l",137.0
2015-12-01,"Dieselöljy, snt/l",120.6
2015-12-01,"Kevyt polttoöljy, snt/l",66.4
2015-12-01,"Kevyt polttoöljy, eur/MWh",66.4
2016-01-01,"Moottoribensiini 95 E 10, snt/l",135.2
2016-01-01,"Dieselöljy, snt/l",115.9
2016-01-01,"Kevyt polttoöljy, snt/l",65.2
2016-01-01,"Kevyt polttoöljy, eur/MWh",65.0
2016-02-01,"Moottoribensiini 95 E 10, snt/l",130.4
2016-02-01,"Dieselöljy, snt/l",110.7
2016-02-01,"Kevyt polttoöljy, snt/l",64.3
2016-02-01,"Kevyt polttoöljy, eur/MWh",64.1
2016-03-01,"Moottoribensiini 95 E 10, snt/l",131.2
2016-03-01,"Dieselöljy, snt/l",113.6
2016-03-01,"Kevyt polttoöljy, snt/l",73.0
2016-03-01,"Kevyt polttoöljy, eur/MWh",72.8
2016-04-01,"Moottoribensiini 95 E 10, snt/l",133.5
2016-04-01,"Dieselöljy, snt/l",113.1
2016-04-01,"Kevyt polttoöljy, snt/l",73.1
2016-04-01,"Kevyt polttoöljy, eur/MWh",72.9
2016-05-01,"Moottoribensiini 95 E 10, snt/l",138.0
2016-05-01,"Dieselöljy, snt/l",116.3
2016-05-01,"Kevyt polttoöljy, snt/l",76.2
2016-05-01,"Kevyt polttoöljy, eur/MWh",75.9
2016-06-01,"Moottoribensiini 95 E 10, snt/l",142.8
2016-06-01,"Dieselöljy, snt/l",122.1
2016-06-01,"Kevyt polttoöljy, snt/l",81.5
2016-06-01,"Kevyt polttoöljy, eur/MWh",81.2
2016-07-01,"Moottoribensiini 95 E 10, snt/l",138.2
2016-07-01,"Dieselöljy, snt/l",118.0
2016-07-01,"Kevyt polttoöljy, snt/l",76.7
2016-07-01,"Kevyt polttoöljy, eur/MWh",76.4
2016-08-01,"Moottoribensiini 95 E 10, snt/l",133.4
2016-08-01,"Dieselöljy, snt/l",113.6
2016-08-01,"Kevyt polttoöljy, snt/l",76.2
2016-08-01,"Kevyt polttoöljy, eur/MWh",75.9
2016-09-01,"Moottoribensiini 95 E 10, snt/l",138.3
2016-09-01,"Dieselöljy, snt/l",119.0
2016-09-01,"Kevyt polttoöljy, snt/l",77.7
2016-09-01,"Kevyt polttoöljy, eur/MWh",77.4
2016-10-01,"Moottoribensiini 95 E 10, snt/l",141.5
2016-10-01,"Dieselöljy, snt/l",124.0
2016-10-01,"Kevyt polttoöljy, snt/l",83.4
2016-10-01,"Kevyt polttoöljy, eur/MWh",83.1
2016-11-01,"Moottoribensiini 95 E 10, snt/l",138.0
2016-11-01,"Dieselöljy, snt/l",125.7
2016-11-01,"Kevyt polttoöljy, snt/l",79.0
2016-11-01,"Kevyt polttoöljy, eur/MWh",78.7
2016-12-01,"Moottoribensiini 95 E 10, snt/l",143.0
2016-12-01,"Dieselöljy, snt/l",132.4
2016-12-01,"Kevyt polttoöljy, snt/l",88.3
2016-12-01,"Kevyt polttoöljy, eur/MWh",88.0
2017-01-01,"Moottoribensiini 95 E 10, snt/l",147.5
2017-01-01,"Dieselöljy, snt/l",136.1
2017-01-01,"Kevyt polttoöljy, snt/l",90.0
2017-01-01,"Kevyt polttoöljy, eur/MWh",89.7
2017-02-01,"Moottoribensiini 95 E 10, snt/l",150.5
2017-02-01,"Dieselöljy, snt/l",136.5
2017-02-01,"Kevyt polttoöljy, snt/l",90.1
2017-02-01,"Kevyt polttoöljy, eur/MWh",89.8
2017-03-01,"Moottoribensiini 95 E 10, snt/l",146.3
2017-03-01,"Dieselöljy, snt/l",132.1
2017-03-01,"Kevyt polttoöljy, snt/l",87.3
2017-03-01,"Kevyt polttoöljy, eur/MWh",87.0
2017-04-01,"Moottoribensiini 95 E 10, snt/l",147.1
2017-04-01,"Dieselöljy, snt/l",128.5
2017-04-01,"Kevyt polttoöljy, snt/l",91.0
2017-04-01,"Kevyt polttoöljy, eur/MWh",90.7
2017-05-01,"Moottoribensiini 95 E 10, snt/l",145.6
2017-05-01,"Dieselöljy, snt/l",125.1
2017-05-01,"Kevyt polttoöljy, snt/l",85.2
2017-05-01,"Kevyt polttoöljy, eur/MWh",84.9
2017-06-01,"Moottoribensiini 95 E 10, snt/l",146.1
2017-06-01,"Dieselöljy, snt/l",125.2
2017-06-01,"Kevyt polttoöljy, snt/l",82.2
2017-06-01,"Kevyt polttoöljy, eur/MWh",81.9
2017-07-01,"Moottoribensiini 95 E 10, snt/l",144.6
2017-07-01,"Dieselöljy, snt/l",124.4
2017-07-01,"Kevyt polttoöljy, snt/l",82.4
2017-07-01,"Kevyt polttoöljy, eur/MWh",82.1
2017-08-01,"Moottoribensiini 95 E 10, snt/l",144.6
2017-08-01,"Dieselöljy, snt/l",125.0
2017-08-01,"Kevyt polttoöljy, snt/l",84.8
2017-08-01,"Kevyt polttoöljy, eur/MWh",84.5
2017-09-01,"Moottoribensiini 95 E 10, snt/l",145.8
2017-09-01,"Dieselöljy, snt/l",126.6
2017-09-01,"Kevyt polttoöljy, snt/l",87.9
2017-09-01,"Kevyt polttoöljy, eur/MWh",87.6
