"12ge -- Polttonesteiden kuluttajahinnat (sisältää alv:n), 1988M01-2025M03"

"Kuukausi","Polttoneste","Hinta","Hinta, vuosimuutos (%)"
"2006M01","Kevyt polttoöljy, snt/l",61.9,29.7
"2006M01","Kevyt polttoöljy, eur/MWh",62.2,29.6
"2006M02","Moottoribensiini 95 E 10, snt/l",126.8,13.3
"2006M02","Dieselöljy, snt/l",101.9,15.5
"2006M02","Kevyt polttoöljy, snt/l",62.7,30.3
"2006M02","Kevyt polttoöljy, eur/MWh",63.0,30.4
"2006M03","Moottoribensiini 95 E 10, snt/l",124.4,10.3
"2006M03","Dieselöljy, snt/l",101.8,9.0
"2006M03","Kevyt polttoöljy, snt/l",63.7,17.3
"2006M03","Kevyt polttoöljy, eur/MWh",64.0,17.2
"2006M04","Moottoribensiini 95 E 10, snt/l",132.3,9.7
"2006M04","Dieselöljy, snt/l",102.6,5.6
"2006M04","Kevyt polttoöljy, snt/l",67.5,25.3
"2006M04","Kevyt polttoöljy, eur/MWh",67.8,25.3
"2006M05","Moottoribensiini 95 E 10, snt/l",136.4,17.1
"2006M05","Dieselöljy, snt/l",105.1,12.9
"2006M05","Kevyt polttoöljy, snt/l",69.3,32.6
"2006M05","Kevyt polttoöljy, eur/MWh",69.6,32.6
"2006M06","Moottoribensiini 95 E 10, snt/l",133.3,10.6
"2006M06","Dieselöljy, snt/l",103.1,6.2
"2006M06","Kevyt polttoöljy, snt/l",67.8,11.7
"2006M06","Kevyt polttoöljy, eur/MWh",68.1,11.6
"2006M07","Moottoribensiini 95 E 10, snt/l",138.5,9.2
"2006M07","Dieselöljy, snt/l",104.4,6.1
"2006M07","Kevyt polttoöljy, snt/l",68.4,11.3
"2006M07","Kevyt polttoöljy, eur/MWh",68.7,11.3
"2006M08","Moottoribensiini 95 E 10, snt/l",137.5,7.0
"2006M08","Dieselöljy, snt/l",105.8,7.1
"2006M08","Kevyt polttoöljy, snt/l",71.2,12.6
"2006M08","Kevyt polttoöljy, eur/MWh",71.5,12.6
"2006M09","Moottoribensiini 95 E 10, snt/l",126.3,-6.5
"2006M09","Dieselöljy, snt/l",101.6,-2.7
"2006M09","Kevyt polttoöljy, snt/l",62.3,-5.6
"2006M09","Kevyt polttoöljy, eur/MWh",62.6,-5.6
"2006M10","Moottoribensiini 95 E 10, snt/l",122.9,-5.7
"2006M10","Dieselöljy, snt/l",99.3,-4.3
"2006M10","Kevyt polttoöljy, snt/l",60.1,-12.2
"2006M10","Kevyt polttoöljy, eur/MWh",60.4,-12.1
"2006M11","Moottoribensiini 95 E 10, snt/l",122.8,2.9
"2006M11","Dieselöljy, snt/l",101.6,1.9
"2006M11","Kevyt polttoöljy, snt/l",58.6,-5.6
"2006M11","Kevyt polttoöljy, eur/MWh",58.9,-5.5
"2006M12","Moottoribensiini 95 E 10, snt/l",121.4,-1.3
"2006M12","Dieselöljy, snt/l",100.1,-0.8
"2006M12","Kevyt polttoöljy, snt/l",58.3,-3.9
"2006M12","Kevyt polttoöljy, eur/MWh",58.6,-3.9
"2007M01","Moottoribensiini 95 E 10, snt/l",116.3,-5.3
"2007M01","Dieselöljy, snt/l",95.8,-3.8
"2007M01","Kevyt polttoöljy, snt/l",54.5,-12.0
"2007M01","Kevyt polttoöljy, eur/MWh",54.8,-11.9
"2007M02","Moottoribensiini 95 E 10, snt/l",120.5,-5.0
"2007M02","Dieselöljy, snt/l",97.7,-4.1
"2007M02","Kevyt polttoöljy, snt/l",56.8,-9.3
"2007M02","Kevyt polttoöljy, eur/MWh",57.1,-9.4
"2007M03","Moottoribensiini 95 E 10, snt/l",126.4,1.6
"2007M03","Dieselöljy, snt/l",98.8,-3.0
"2007M03","Kevyt polttoöljy, snt/l",58.1,-8.9
"2007M03","Kevyt polttoöljy, eur/MWh",58.4,-8.8
"2007M04","Moottoribensiini 95 E 10, snt/l",128.4,-2.9
"2007M04","Dieselöljy, snt/l",98.7,-3.8
"2007M04","Kevyt polttoöljy, snt/l",61.2,-9.3
"2007M04","Kevyt polttoöljy, eur/MWh",61.4,-9.4
"2007M05","Moottoribensiini 95 E 10, snt/l",135.6,-0.6
"2007M05","Dieselöljy, snt/l",97.7,-7.0
"2007M05","Kevyt polttoöljy, snt/l",60.5,-12.7
"2007M05","Kevyt polttoöljy, eur/MWh",60.8,-12.6
"2007M06","Moottoribensiini 95 E 10, snt/l",135.4,1.5
"2007M06","Dieselöljy, snt/l",99.6,-3.4
"2007M06","Kevyt polttoöljy, snt/l",62.5,-7.8
"2007M06","Kevyt polttoöljy, eur/MWh",62.8,-7.8
"2007M07","Moottoribensiini 95 E 10, snt/l",135.9,-1.9
"2007M07","Dieselöljy, snt/l",101.1,-3.2
"2007M07","Kevyt polttoöljy, snt/l",65.4,-4.4
"2007M07","Kevyt polttoöljy, eur/MWh",65.7,-4.4
"2007M08","Moottoribensiini 95 E 10, snt/l",132.4,-3.7
"2007M08","Dieselöljy, snt/l",100.7,-4.8
"2007M08","Kevyt polttoöljy, snt/l",63.4,-10.9
"2007M08","Kevyt polttoöljy, eur/MWh",63.7,-10.9
"2007M09","Moottoribensiini 95 E 10, snt/l",131.4,4.0
"2007M09","Dieselöljy, snt/l",101.7,0.1
"2007M09","Kevyt polttoöljy, snt/l",67.1,7.8
"2007M09","Kevyt polttoöljy, eur/MWh",67.4,7.7
"2007M10","Moottoribensiini 95 E 10, snt/l",128.0,4.1
"2007M10","Dieselöljy, snt/l",102.1,2.8
"2007M10","Kevyt polttoöljy, snt/l",67.1,11.6
"2007M10","Kevyt polttoöljy, eur/MWh",67.4,11.6
"2007M11","Moottoribensiini 95 E 10, snt/l",134.8,9.8
"2007M11","Dieselöljy, snt/l",115.0,13.2
"2007M11","Kevyt polttoöljy, snt/l",73.9,26.1
"2007M11","Kevyt polttoöljy, eur/MWh",74.2,26.0
"2007M12","Moottoribensiini 95 E 10, snt/l",132.5,9.1
"2007M12","Dieselöljy, snt/l",113.1,12.9
"2007M12","Kevyt polttoöljy, snt/l",72.2,23.8
"2007M12","Kevyt polttoöljy, eur/MWh",72.5,23.7
"2008M01","Moottoribensiini 95 E 10, snt/l",142.0,22.1
"2008M01","Dieselöljy, snt/l",121.8,27.2
"2008M01","Kevyt polttoöljy, snt/l",76.8,41.0
"2008M01","Kevyt polttoöljy, eur/MWh",77.2,40.9
"2008M02","Moottoribensiini 95 E 10, snt/l",140.8,16.9
"2008M02","Dieselöljy, snt/l",120.1,22.9
"2008M02","Kevyt polttoöljy, snt/l",78.7,38.6
"2008M02","Kevyt polttoöljy, eur/MWh",79.1,38.5
"2008M03","Moottoribensiini 95 E 10, snt/l",141.9,12.3
"2008M03","Dieselöljy, snt/l",125.7,27.2
"2008M03","Kevyt polttoöljy, snt/l",84.4,45.4
"2008M03","Kevyt polttoöljy, eur/MWh",84.8,45.2
"2008M04","Moottoribensiini 95 E 10, snt/l",141.7,10.4
"2008M04","Dieselöljy, snt/l",125.6,27.2
"2008M04","Kevyt polttoöljy, snt/l",86.1,40.9
"2008M04","Kevyt polttoöljy, eur/MWh",86.5,40.9
"2008M05","Moottoribensiini 95 E 10, snt/l",149.0,9.9
"2008M05","Dieselöljy, snt/l",135.1,38.3
"2008M05","Kevyt polttoöljy, snt/l",98.9,63.4
"2008M05","Kevyt polttoöljy, eur/MWh",99.3,63.3
"2008M06","Moottoribensiini 95 E 10, snt/l",157.4,16.3
"2008M06","Dieselöljy, snt/l",143.9,44.4
"2008M06","Kevyt polttoöljy, snt/l",102.5,63.9
"2008M06","Kevyt polttoöljy, eur/MWh",103.0,64.0
"2008M07","Moottoribensiini 95 E 10, snt/l",157.5,15.9
"2008M07","Dieselöljy, snt/l",144.2,42.7
"2008M07","Kevyt polttoöljy, snt/l",102.3,56.5
"2008M07","Kevyt polttoöljy, eur/MWh",102.8,56.5
"2008M08","Moottoribensiini 95 E 10, snt/l",150.4,13.6
"2008M08","Dieselöljy, snt/l",136.4,35.5
"2008M08","Kevyt polttoöljy, snt/l",88.7,39.9
"2008M08","Kevyt polttoöljy, eur/MWh",89.1,39.9
"2008M09","Moottoribensiini 95 E 10, snt/l",149.9,14.1
"2008M09","Dieselöljy, snt/l",133.1,30.9
"2008M09","Kevyt polttoöljy, snt/l",88.7,32.1
"2008M09","Kevyt polttoöljy, eur/MWh",89.1,32.2
"2008M10","Moottoribensiini 95 E 10, snt/l",139.7,9.2
"2008M10","Dieselöljy, snt/l",120.9,18.5
"2008M10","Kevyt polttoöljy, snt/l",77.6,15.7
"2008M10","Kevyt polttoöljy, eur/MWh",78.0,15.7
"2008M11","Moottoribensiini 95 E 10, snt/l",122.8,-8.9
"2008M11","Dieselöljy, snt/l",109.1,-5.1
"2008M11","Kevyt polttoöljy, snt/l",67.3,-9.0
"2008M11","Kevyt polttoöljy, eur/MWh",67.6,-8.9
"2008M12","Moottoribensiini 95 E 10, snt/l",114.4,-13.6
"2008M12","Dieselöljy, snt/l",101.1,-10.6
"2008M12","Kevyt polttoöljy, snt/l",55.1,-23.7
"2008M12","Kevyt polttoöljy, eur/MWh",54.9,-24.3
"2009M01","Moottoribensiini 95 E 10, snt/l",114.7,-19.2
"2009M01","Dieselöljy, snt/l",98.2,-19.4
"2009M01","Kevyt polttoöljy, snt/l",57.4,-25.3
"2009M01","Kevyt polttoöljy, eur/MWh",57.3,-25.8
"2009M02","Moottoribensiini 95 E 10, snt/l",118.3,-16.0
"2009M02","Dieselöljy, snt/l",97.0,-19.3
"2009M02","Kevyt polttoöljy, snt/l",55.6,-29.4
"2009M02","Kevyt polttoöljy, eur/MWh",55.5,-29.9
"2009M03","Moottoribensiini 95 E 10, snt/l",119.6,-15.7
"2009M03","Dieselöljy, snt/l",93.1,-25.9
"2009M03","Kevyt polttoöljy, snt/l",52.2,-38.2
"2009M03","Kevyt polttoöljy, eur/MWh",52.1,-38.6
"2009M04","Moottoribensiini 95 E 10, snt/l",122.9,-13.3
"2009M04","Dieselöljy, snt/l",94.9,-24.4
"2009M04","Kevyt polttoöljy, snt/l",56.4,-34.6
"2009M04","Kevyt polttoöljy, eur/MWh",56.2,-35.0
"2009M05","Moottoribensiini 95 E 10, snt/l",130.1,-12.7
"2009M05","Dieselöljy, snt/l",98.0,-27.5
"2009M05","Kevyt polttoöljy, snt/l",57.5,-41.8
"2009M05","Kevyt polttoöljy, eur/MWh",57.4,-42.2
"2009M06","Moottoribensiini 95 E 10, snt/l",137.4,-12.7
"2009M06","Dieselöljy, snt/l",101.5,-29.4
"2009M06","Kevyt polttoöljy, snt/l",62.9,-38.7
"2009M06","Kevyt polttoöljy, eur/MWh",62.7,-39.1
"2009M07","Moottoribensiini 95 E 10, snt/l",134.3,-14.7
"2009M07","Dieselöljy, snt/l",99.6,-31.0
"2009M07","Kevyt polttoöljy, snt/l",57.3,-44.0
"2009M07","Kevyt polttoöljy, eur/MWh",57.2,-44.4
"2009M08","Moottoribensiini 95 E 10, snt/l",135.9,-9.7
"2009M08","Dieselöljy, snt/l",102.1,-25.1
"2009M08","Kevyt polttoöljy, snt/l",64.9,-26.8
"2009M08","Kevyt polttoöljy, eur/MWh",64.8,-27.3
"2009M09","Moottoribensiini 95 E 10, snt/l",131.9,-12.0
"2009M09","Dieselöljy, snt/l",99.8,-25.1
"2009M09","Kevyt polttoöljy, snt/l",61.3,-30.9
"2009M09","Kevyt polttoöljy, eur/MWh",61.1,-31.4
"2009M10","Moottoribensiini 95 E 10, snt/l",129.8,-7.1
"2009M10","Dieselöljy, snt/l",99.2,-18.0
"2009M10","Kevyt polttoöljy, snt/l",63.4,-18.3
"2009M10","Kevyt polttoöljy, eur/MWh",63.2,-18.9
"2009M11","Moottoribensiini 95 E 10, snt/l",133.7,8.9
"2009M11","Dieselöljy, snt/l",103.7,-4.9
"2009M11","Kevyt polttoöljy, snt/l",65.2,-3.1
"2009M11","Kevyt polttoöljy, eur/MWh",65.0,-3.8
"2009M12","Moottoribensiini 95 E 10, snt/l",132.2,15.6
"2009M12","Dieselöljy, snt/l",102.8,1.6
"2009M12","Kevyt polttoöljy, snt/l",63.0,14.5
"2009M12","Kevyt polttoöljy, eur/MWh",62.9,14.6
"2010M01","Moottoribensiini 95 E 10, snt/l",136.9,19.4
"2010M01","Dieselöljy, snt/l",108.0,10.0
"2010M01","Kevyt polttoöljy, snt/l",68.6,19.6
"2010M01","Kevyt polttoöljy, eur/MWh",68.5,19.6
"2010M02","Moottoribensiini 95 E 10, snt/l",134.9,14.1
"2010M02","Dieselöljy, snt/l",106.0,9.3
"2010M02","Kevyt polttoöljy, snt/l",67.7,21.7
"2010M02","Kevyt polttoöljy, eur/MWh",67.5,21.7
"2010M03","Moottoribensiini 95 E 10, snt/l",142.3,18.9
"2010M03","Dieselöljy, snt/l",111.6,19.9
"2010M03","Kevyt polttoöljy, snt/l",73.9,41.6
"2010M03","Kevyt polttoöljy, eur/MWh",73.8,41.6
"2010M04","Moottoribensiini 95 E 10, snt/l",144.8,17.8
"2010M04","Dieselöljy, snt/l",114.4,20.6
"2010M04","Kevyt polttoöljy, snt/l",77.3,37.1
"2010M04","Kevyt polttoöljy, eur/MWh",77.1,37.1
"2010M05","Moottoribensiini 95 E 10, snt/l",145.9,12.1
"2010M05","Dieselöljy, snt/l",115.9,18.3
"2010M05","Kevyt polttoöljy, snt/l",79.7,38.6
"2010M05","Kevyt polttoöljy, eur/MWh",79.6,38.6
"2010M06","Moottoribensiini 95 E 10, snt/l",144.8,5.4
"2010M06","Dieselöljy, snt/l",116.2,14.5
"2010M06","Kevyt polttoöljy, snt/l",80.0,27.3
"2010M06","Kevyt polttoöljy, eur/MWh",79.8,27.3
"2010M07","Moottoribensiini 95 E 10, snt/l",144.7,7.7
"2010M07","Dieselöljy, snt/l",115.2,15.7
"2010M07","Kevyt polttoöljy, snt/l",77.8,35.8
"2010M07","Kevyt polttoöljy, eur/MWh",77.7,35.8
"2010M08","Moottoribensiini 95 E 10, snt/l",143.1,5.3
"2010M08","Dieselöljy, snt/l",114.4,12.1
"2010M08","Kevyt polttoöljy, snt/l",76.7,18.1
"2010M08","Kevyt polttoöljy, eur/MWh",76.5,18.1
"2010M09","Moottoribensiini 95 E 10, snt/l",143.6,8.9
"2010M09","Dieselöljy, snt/l",115.5,15.8
"2010M09","Kevyt polttoöljy, snt/l",78.9,28.7
"2010M09","Kevyt polttoöljy, eur/MWh",78.7,28.7
"2010M10","Moottoribensiini 95 E 10, snt/l",141.6,9.1
"2010M10","Dieselöljy, snt/l",114.0,15.0
"2010M10","Kevyt polttoöljy, snt/l",78.1,23.3
"2010M10","Kevyt polttoöljy, eur/MWh",77.9,23.3
"2010M11","Moottoribensiini 95 E 10, snt/l",143.1,7.1
"2010M11","Dieselöljy, snt/l",117.4,13.2
"2010M11","Kevyt polttoöljy, snt/l",81.2,24.5
"2010M11","Kevyt polttoöljy, eur/MWh",81.0,24.5
"2010M12","Moottoribensiini 95 E 10, snt/l",149.3,12.9
"2010M12","Dieselöljy, snt/l",126.8,23.4
"2010M12","Kevyt polttoöljy, snt/l",92.5,46.7
"2010M12","Kevyt polttoöljy, eur/MWh",92.3,46.7
"2011M01","Moottoribensiini 95 E 10, snt/l",150.9,10.2
"2011M01","Dieselöljy, snt/l",131.0,21.3
"2011M01","Kevyt polttoöljy, snt/l",104.8,52.7
"2011M01","Kevyt polttoöljy, eur/MWh",104.5,52.7
"2011M02","Moottoribensiini 95 E 10, snt/l",150.6,11.6
"2011M02","Dieselöljy, snt/l",131.9,24.4
"2011M02","Kevyt polttoöljy, snt/l",102.4,51.3
"2011M02","Kevyt polttoöljy, eur/MWh",102.1,51.3
"2011M03","Moottoribensiini 95 E 10, snt/l",156.2,9.8
"2011M03","Dieselöljy, snt/l",138.1,23.7
"2011M03","Kevyt polttoöljy, snt/l",109.3,47.9
"2011M03","Kevyt polttoöljy, eur/MWh",109.1,47.9
"2011M04","Moottoribensiini 95 E 10, snt/l",157.0,8.4
"2011M04","Dieselöljy, snt/l",137.4,20.1
"2011M04","Kevyt polttoöljy, snt/l",110.1,42.5
"2011M04","Kevyt polttoöljy, eur/MWh",109.9,42.5
"2011M05","Moottoribensiini 95 E 10, snt/l",159.5,9.4
"2011M05","Dieselöljy, snt/l",137.8,18.9
"2011M05","Kevyt polttoöljy, snt/l",103.6,29.9
"2011M05","Kevyt polttoöljy, eur/MWh",103.3,29.9
"2011M06","Moottoribensiini 95 E 10, snt/l",158.4,9.4
"2011M06","Dieselöljy, snt/l",137.7,18.5
"2011M06","Kevyt polttoöljy, snt/l",106.8,33.4
"2011M06","Kevyt polttoöljy, eur/MWh",106.5,33.4
"2011M07","Moottoribensiini 95 E 10, snt/l",158.4,9.5
"2011M07","Dieselöljy, snt/l",137.5,19.4
"2011M07","Kevyt polttoöljy, snt/l",108.0,38.7
"2011M07","Kevyt polttoöljy, eur/MWh",107.7,38.7
"2011M08","Moottoribensiini 95 E 10, snt/l",157.4,10.0
"2011M08","Dieselöljy, snt/l",136.6,19.4
"2011M08","Kevyt polttoöljy, snt/l",101.4,32.2
"2011M08","Kevyt polttoöljy, eur/MWh",101.1,32.2
"2011M09","Moottoribensiini 95 E 10, snt/l",158.4,10.3
"2011M09","Dieselöljy, snt/l",137.3,18.9
"2011M09","Kevyt polttoöljy, snt/l",107.0,35.7
"2011M09","Kevyt polttoöljy, eur/MWh",106.8,35.7
"2011M10","Moottoribensiini 95 E 10, snt/l",157.2,11.0
"2011M10","Dieselöljy, snt/l",136.7,19.8
"2011M10","Kevyt polttoöljy, snt/l",107.2,37.3
"2011M10","Kevyt polttoöljy, eur/MWh",107.0,37.3
"2011M11","Moottoribensiini 95 E 10, snt/l",156.4,9.3
"2011M11","Dieselöljy, snt/l",140.0,19.2
"2011M11","Kevyt polttoöljy, snt/l",113.0,39.3
"2011M11","Kevyt polttoöljy, eur/MWh",112.8,39.3
"2011M12","Moottoribensiini 95 E 10, snt/l",153.1,2.5
"2011M12","Dieselöljy, snt/l",139.8,10.2
"2011M12","Kevyt polttoöljy, snt/l",109.3,18.2
"2011M12","Kevyt polttoöljy, eur/MWh",109.1,18.2
"2012M01","Moottoribensiini 95 E 10, snt/l",160.6,6.4
"2012M01","Dieselöljy, snt/l",155.7,18.9
"2012M01","Kevyt polttoöljy, snt/l",114.2,9.0
"2012M01","Kevyt polttoöljy, eur/MWh",113.9,9.0
"2012M02","Moottoribensiini 95 E 10, snt/l",163.4,8.5
"2012M02","Dieselöljy, snt/l",157.0,19.0
"2012M02","Kevyt polttoöljy, snt/l",112.9,10.3
"2012M02","Kevyt polttoöljy, eur/MWh",112.6,10.3
"2012M03","Moottoribensiini 95 E 10, snt/l",167.3,7.1
"2012M03","Dieselöljy, snt/l",158.0,14.4
"2012M03","Kevyt polttoöljy, snt/l",117.2,7.2
"2012M03","Kevyt polttoöljy, eur/MWh",116.9,7.2
"2012M04","Moottoribensiini 95 E 10, snt/l",171.7,9.4
"2012M04","Dieselöljy, snt/l",155.7,13.3
"2012M04","Kevyt polttoöljy, snt/l",114.5,4.0
"2012M04","Kevyt polttoöljy, eur/MWh",114.2,4.0
"2012M05","Moottoribensiini 95 E 10, snt/l",166.5,4.4
"2012M05","Dieselöljy, snt/l",153.5,11.4
"2012M05","Kevyt polttoöljy, snt/l",110.9,7.1
"2012M05","Kevyt polttoöljy, eur/MWh",110.6,7.1
"2012M06","Moottoribensiini 95 E 10, snt/l",162.8,2.8
"2012M06","Dieselöljy, snt/l",149.5,8.6
"2012M06","Kevyt polttoöljy, snt/l",105.2,-1.5
"2012M06","Kevyt polttoöljy, eur/MWh",105.0,-1.5
"2012M07","Moottoribensiini 95 E 10, snt/l",165.4,4.4
"2012M07","Dieselöljy, snt/l",150.3,9.3
"2012M07","Kevyt polttoöljy, snt/l",110.6,2.4
"2012M07","Kevyt polttoöljy, eur/MWh",110.4,2.4
"2012M08","Moottoribensiini 95 E 10, snt/l",169.7,7.8
"2012M08","Dieselöljy, snt/l",153.7,12.5
"2012M08","Kevyt polttoöljy, snt/l",117.9,16.3
"2012M08","Kevyt polttoöljy, eur/MWh",117.6,16.3
"2012M09","Moottoribensiini 95 E 10, snt/l",173.7,9.6
"2012M09","Dieselöljy, snt/l",156.8,14.2
"2012M09","Kevyt polttoöljy, snt/l",117.2,9.5
"2012M09","Kevyt polttoöljy, eur/MWh",116.9,9.5
"2012M10","Moottoribensiini 95 E 10, snt/l",170.2,8.3
"2012M10","Dieselöljy, snt/l",156.9,14.8
"2012M10","Kevyt polttoöljy, snt/l",117.7,9.8
"2012M10","Kevyt polttoöljy, eur/MWh",117.4,9.8
"2012M11","Moottoribensiini 95 E 10, snt/l",162.8,4.1
"2012M11","Dieselöljy, snt/l",154.0,10.0
"2012M11","Kevyt polttoöljy, snt/l",112.4,-0.6
"2012M11","Kevyt polttoöljy, eur/MWh",112.1,-0.6
"2012M12","Moottoribensiini 95 E 10, snt/l",159.5,4.2
"2012M12","Dieselöljy, snt/l",152.2,8.9
"2012M12","Kevyt polttoöljy, snt/l",109.0,-0.3
"2012M12","Kevyt polttoöljy, eur/MWh",108.8,-0.3
"2013M01","Moottoribensiini 95 E 10, snt/l",161.2,0.4
"2013M01","Dieselöljy, snt/l",153.0,-1.7
"2013M01","Kevyt polttoöljy, snt/l",112.0,-1.9
"2013M01","Kevyt polttoöljy, eur/MWh",112.6,-1.2
"2013M02","Moottoribensiini 95 E 10, snt/l",164.2,0.5
"2013M02","Dieselöljy, snt/l",154.7,-1.5
"2013M02","Kevyt polttoöljy, snt/l",114.1,1.1
"2013M02","Kevyt polttoöljy, eur/MWh",114.7,1.8
"2013M03","Moottoribensiini 95 E 10, snt/l",165.9,-0.8
"2013M03","Dieselöljy, snt/l",155.7,-1.5
"2013M03","Kevyt polttoöljy, snt/l",112.7,-3.8
"2013M03","Kevyt polttoöljy, eur/MWh",113.3,-3.1
"2013M04","Moottoribensiini 95 E 10, snt/l",165.7,-3.5
"2013M04","Dieselöljy, snt/l",154.0,-1.1
"2013M04","Kevyt polttoöljy, snt/l",108.7,-5.1
"2013M04","Kevyt polttoöljy, eur/MWh",109.2,-4.4
"2013M05","Moottoribensiini 95 E 10, snt/l",160.5,-3.6
"2013M05","Dieselöljy, snt/l",148.0,-3.6
"2013M05","Kevyt polttoöljy, snt/l",108.1,-2.5
"2013M05","Kevyt polttoöljy, eur/MWh",108.6,-1.8
"2013M06","Moottoribensiini 95 E 10, snt/l",162.8,0.0
"2013M06","Dieselöljy, snt/l",147.5,-1.3
"2013M06","Kevyt polttoöljy, snt/l",107.4,2.1
"2013M06","Kevyt polttoöljy, eur/MWh",107.9,2.8
"2013M07","Moottoribensiini 95 E 10, snt/l",165.6,0.1
"2013M07","Dieselöljy, snt/l",148.4,-1.3
"2013M07","Kevyt polttoöljy, snt/l",111.9,1.2
"2013M07","Kevyt polttoöljy, eur/MWh",112.5,1.9
"2013M08","Moottoribensiini 95 E 10, snt/l",165.2,-2.7
"2013M08","Dieselöljy, snt/l",148.3,-3.5
"2013M08","Kevyt polttoöljy, snt/l",111.0,-5.9
"2013M08","Kevyt polttoöljy, eur/MWh",111.5,-5.2
"2013M09","Moottoribensiini 95 E 10, snt/l",165.9,-4.5
"2013M09","Dieselöljy, snt/l",150.1,-4.3
"2013M09","Kevyt polttoöljy, snt/l",113.6,-3.1
"2013M09","Kevyt polttoöljy, eur/MWh",114.2,-2.4
"2013M10","Moottoribensiini 95 E 10, snt/l",162.1,-4.8
"2013M10","Dieselöljy, snt/l",150.8,-3.9
"2013M10","Kevyt polttoöljy, snt/l",109.9,-6.6
"2013M10","Kevyt polttoöljy, eur/MWh",110.4,-6.0
"2013M11","Moottoribensiini 95 E 10, snt/l",158.6,-2.6
"2013M11","Dieselöljy, snt/l",148.2,-3.8
"2013M11","Kevyt polttoöljy, snt/l",107.6,-4.3
"2013M11","Kevyt polttoöljy, eur/MWh",108.1,-3.6
"2013M12","Moottoribensiini 95 E 10, snt/l",159.2,-0.2
"2013M12","Dieselöljy, snt/l",149.5,-1.8
"2013M12","Kevyt polttoöljy, snt/l",108.3,-0.6
"2013M12","Kevyt polttoöljy, eur/MWh",108.8,0.1
"2014M01","Moottoribensiini 95 E 10, snt/l",163.1,1.2
"2014M01","Dieselöljy, snt/l",153.3,0.2
"2014M01","Kevyt polttoöljy, snt/l",105.2,-6.1
"2014M01","Kevyt polttoöljy, eur/MWh",105.7,-6.1
"2014M02","Moottoribensiini 95 E 10, snt/l",160.7,-2.1
"2014M02","Dieselöljy, snt/l",151.8,-1.9
"2014M02","Kevyt polttoöljy, snt/l",105.5,-7.5
"2014M02","Kevyt polttoöljy, eur/MWh",106.0,-7.5
"2014M03","Moottoribensiini 95 E 10, snt/l",159.8,-3.7
"2014M03","Dieselöljy, snt/l",150.6,-3.3
"2014M03","Kevyt polttoöljy, snt/l",102.0,-9.5
"2014M03","Kevyt polttoöljy, eur/MWh",102.5,-9.5
"2014M04","Moottoribensiini 95 E 10, snt/l",162.7,-1.8
"2014M04","Dieselöljy, snt/l",152.3,-1.1
"2014M04","Kevyt polttoöljy, snt/l",103.5,-4.8
"2014M04","Kevyt polttoöljy, eur/MWh",104.0,-4.8
"2014M05","Moottoribensiini 95 E 10, snt/l",161.8,0.8
"2014M05","Dieselöljy, snt/l",150.7,1.8
"2014M05","Kevyt polttoöljy, snt/l",104.1,-3.7
"2014M05","Kevyt polttoöljy, eur/MWh",104.6,-3.7
"2014M06","Moottoribensiini 95 E 10, snt/l",162.0,-0.5
"2014M06","Dieselöljy, snt/l",148.1,0.4
"2014M06","Kevyt polttoöljy, snt/l",104.0,-3.2
"2014M06","Kevyt polttoöljy, eur/MWh",104.5,-3.2
"2014M07","Moottoribensiini 95 E 10, snt/l",166.2,0.4
"2014M07","Dieselöljy, snt/l",149.0,0.4
"2014M07","Kevyt polttoöljy, snt/l",104.2,-6.9
"2014M07","Kevyt polttoöljy, eur/MWh",104.7,-6.9
"2014M08","Moottoribensiini 95 E 10, snt/l",165.5,0.2
"2014M08","Dieselöljy, snt/l",148.1,-0.1
"2014M08","Kevyt polttoöljy, snt/l",105.0,-5.4
"2014M08","Kevyt polttoöljy, eur/MWh",105.5,-5.4
"2014M09","Moottoribensiini 95 E 10, snt/l",162.4,-2.1
"2014M09","Dieselöljy, snt/l",145.7,-2.9
"2014M09","Kevyt polttoöljy, snt/l",104.3,-8.2
"2014M09","Kevyt polttoöljy, eur/MWh",104.8,-8.2
"2014M10","Moottoribensiini 95 E 10, snt/l",159.5,-1.6
"2014M10","Dieselöljy, snt/l",143.3,-5.0
"2014M10","Kevyt polttoöljy, snt/l",100.2,-8.8
"2014M10","Kevyt polttoöljy, eur/MWh",100.7,-8.8
"2014M11","Moottoribensiini 95 E 10, snt/l",152.1,-4.1
"2014M11","Dieselöljy, snt/l",142.9,-3.6
"2014M11","Kevyt polttoöljy, snt/l",98.8,-8.2
"2014M11","Kevyt polttoöljy, eur/MWh",99.3,-8.2
"2014M12","Moottoribensiini 95 E 10, snt/l",144.1,-9.5
"2014M12","Dieselöljy, snt/l",135.1,-9.6
"2014M12","Kevyt polttoöljy, snt/l",86.4,-20.2
"2014M12","Kevyt polttoöljy, eur/MWh",86.8,-20.2
"2015M01","Moottoribensiini 95 E 10, snt/l",136.7,-16.2
"2015M01","Dieselöljy, snt/l",127.9,-16.6
"2015M01","Kevyt polttoöljy, snt/l",80.5,-23.5
"2015M01","Kevyt polttoöljy, eur/MWh",80.5,-23.8
"2015M02","Moottoribensiini 95 E 10, snt/l",138.0,-14.1
"2015M02","Dieselöljy, snt/l",128.5,-15.3
"2015M02","Kevyt polttoöljy, snt/l",92.6,-12.2
"2015M02","Kevyt polttoöljy, eur/MWh",92.6,-12.6
"2015M03","Moottoribensiini 95 E 10, snt/l",145.1,-9.2
